_id_fr,model_utac,commercial_name,ntic,hybrid,power_admin,power_max_kw,transmission,cons_urb_l100km,cons_extraurb_l100km,cons_mix_l100km,co2_g_km,co_g_km,hc_g_km,nox_g_km,hc_nox_g_km,pm_g_km,kerb_weight_min_kg,mkerb_weight_max_kg,champ_v9,date_maj,fuel_display_name,fuel_grp,segment_grp,segment_ord,body_type_display_name,body_type_grp,tvv_clean,e (g/km),m (kg),w (mm),at1 (mm),at2 (mm),ec (cm3),ep (KW),z (Wh/km),tvv_composite,_merge,brand_group,kw_comp,co2_comp,kg_comp,fuel_comp,fuel_agree,tvv_comp,model_comp,kw_delta,co2_delta,kg_delta,tv_comp,fuel_comp_display,fuel_comp_grp,kw_comp_imputed,co2_comp_imputed,nox_comps,nox_comps_imputed,co_comps,co_comps_imputed,match_steps,r_merged,n_eu_records,n_fr_configs
189.0,A1,A1 1.4 TFSI (140ch) S TRONIC,M10AUDVP007R082,non,7.0,103.0,A 7,5.7,4.1,4.7,109.0,0.35,0.044,0.045,,0.0,1195.0,1195.0,715/2007*630/2012EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,8XACPTAF1FD7AM014R8X52LLS47MJEM2,109.0,1195.0,2459.0,1463.0,1457.0,1395.0,103.0,,8XACPTAF1FD7AM014R8X52LLS47MJEM2,both,AUDI,103,109,1195,ES,True,8XACPTAF1FD7AM014R8X52LLS47MJEM2,A1,0,0,0,8XACPTAF1,Petrol,Petrol,False,False,0.045,False,0.35,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,62.0,7,1
190.0,A1,A1 1.4 TFSI (140ch),M10AUDVP007V086,non,7.0,103.0,M 6,5.8,4.1,4.7,109.0,0.567,0.063,0.043,,0.0,1185.0,1185.0,715/2007*630/2012EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,8XACPTAF1FM6A8009R8X52LLS47MJEM2,109.0,1185.0,2459.0,1463.0,1457.0,1395.0,103.0,,8XACPTAF1FM6A8009R8X52LLS47MJEM2,both,AUDI,103,109,1185,ES,True,8XACPTAF1FM6A8009R8X52LLS47MJEM2,A1,0,0,0,8XACPTAF1,Petrol,Petrol,False,False,0.043,False,0.567,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,19.0,4,1
191.0,A1,A1 1.4 TFSI (185ch) S TRONIC,M10AUDVP005Y152,non,10.0,136.0,A 7,7.5,5.1,5.9,139.0,0.229,0.043,0.038,,0.003,1290.0,1290.0,715/2007*566/2011EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,8XSCAVGF1FD7AM015R8X72LLS47MGEM0,139.0,1290.0,2457.0,1456.0,1450.0,1390.0,136.0,,8XSCAVGF1FD7AM015R8X72LLS47MGEM0,both,AUDI,136,139,1290,ES,True,8XSCAVGF1FD7AM015R8X72LLS47MGEM0,A1 SPORTBACK,0,0,0,8XSCAVGF1,Petrol,Petrol,False,False,0.038,False,0.229,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,8.0,4,1
192.0,A1,A1 1.4 TFSI (122ch) S TRONIC,M10AUDVP005B165,non,6.0,90.0,A 7,6.5,4.6,5.3,122.0,0.412,0.043,0.027,,0.001,1225.0,1225.0,715/2007*566/2011EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,8XSCAXAF1FD7AM014R8X5BLLS47MQEM2,122.0,1225.0,2457.0,1456.0,1450.0,1390.0,90.0,,8XSCAXAF1FD7AM014R8X5BLLS47MQEM2,both,AUDI,90,122,1225,ES,True,8XSCAXAF1FD7AM014R8X5BLLS47MQEM2,A1 SPORTBACK,0,0,0,8XSCAXAF1,Petrol,Petrol,False,False,0.027,False,0.412,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,732.0,25,1
193.0,A1,A1 1.4 TFSI (122ch),M10AUDVP005R181,non,6.0,90.0,M 6,6.9,4.6,5.4,126.0,0.329,0.038,0.031,,0.002,1200.0,1200.0,715/2007*566/2011EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,8XSCAXAF1FM62U010R8X5BLLS47MQEM2,126.0,1200.0,2457.0,1456.0,1450.0,1390.0,90.0,,8XSCAXAF1FM62U010R8X5BLLS47MQEM2,both,AUDI,90,126,1200,ES,True,8XSCAXAF1FM62U010R8X5BLLS47MQEM2,A1 SPORTBACK,0,0,0,8XSCAXAF1,Petrol,Petrol,False,False,0.031,False,0.329,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,405.0,20,1
195.0,A1,A1 1.6 TDI (90ch),M10AUDVP005Y213,non,4.0,66.0,M 5,4.4,3.4,3.8,99.0,0.243,,0.093,0.127,0.0,1235.0,1235.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,8XSCAYBF1FM52R029R8X5BLLS47MQEM3,99.0,1235.0,2457.0,1456.0,1450.0,1598.0,66.0,,8XSCAYBF1FM52R029R8X5BLLS47MQEM3,both,AUDI,66,99,1235,GO,True,8XSCAYBF1FM52R029R8X5BLLS47MQEM3,A1 SPORTBACK,0,0,0,8XSCAYBF1,Diesel,Diesel,False,False,0.093,False,0.243,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,2305.0,26,1
196.0,A1,A1 1.6 TDI (105ch),M10AUDVP005E229,non,5.0,77.0,M 5,4.4,3.4,3.8,99.0,0.243,,0.093,0.127,0.0,1240.0,1240.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,8XSCAYCF1FM52R029R8X5BLLS47MQEM3,99.0,1240.0,2457.0,1456.0,1450.0,1598.0,77.0,,8XSCAYCF1FM52R029R8X5BLLS47MQEM3,both,AUDI,77,99,1240,GO,True,8XSCAYCF1FM52R029R8X5BLLS47MQEM3,A1 SPORTBACK,0,0,0,8XSCAYCF1,Diesel,Diesel,False,False,0.093,False,0.243,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,973.0,30,1
199.0,A1,A1 1.4 TFSI (140ch) S TRONIC,M10AUDVP007Z090,non,7.0,103.0,A 7,5.9,4.3,4.9,113.0,0.35,0.044,0.045,,0.0,1220.0,1220.0,715/2007*630/2012EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,8XSCPTAF1FD7AM014R8X52LLS47MJEM2,113.0,1220.0,2457.0,1463.0,1457.0,1395.0,103.0,,8XSCPTAF1FD7AM014R8X52LLS47MJEM2,both,AUDI,103,113,1220,ES,True,8XSCPTAF1FD7AM014R8X52LLS47MJEM2,A1 SPORTBACK,0,0,0,8XSCPTAF1,Petrol,Petrol,False,False,0.045,False,0.35,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,184.0,13,1
200.0,A1,A1 1.4 TFSI (140ch),M10AUDVP007R106,non,7.0,103.0,M 6,6.0,4.3,4.9,113.0,0.567,0.063,0.043,,0.0,1210.0,1210.0,715/2007*630/2012EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,8XSCPTAF1FM6A8009R8X52LLS47MJEM2,113.0,1210.0,2457.0,1463.0,1457.0,1395.0,103.0,,8XSCPTAF1FM6A8009R8X52LLS47MJEM2,both,AUDI,103,113,1210,ES,True,8XSCPTAF1FM6A8009R8X52LLS47MJEM2,A1 SPORTBACK,0,0,0,8XSCPTAF1,Petrol,Petrol,False,False,0.043,False,0.567,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,31.0,7,1
201.0,A1,A1 QUATTRO,M10AUDVP006T789,non,16.0,188.0,M 6,11.7,6.8,8.6,199.0,0.412,0.057,0.019,,0.002,1465.0,1465.0,715/2007*566/2011EURO5,juin-13,Petrol,Petrol,Low/Economy,1,Sedan / Hatchback,Sedan / Hatchback,8XWCDLHQ1QM62Q023R8X91LLS47MGEM1,199.0,1465.0,2459.0,1433.0,1427.0,1984.0,188.0,,8XWCDLHQ1QM62Q023R8X91LLS47MGEM1,both,AUDI,188,199,1465,ES,True,8XWCDLHQ1QM62Q023R8X91LLS47MGEM1,A1 QUATTRO,0,0,0,8XWCDLHQ1,Petrol,Petrol,False,False,0.019,False,0.412,False,Step 1: Exact TVV (T+Va+Ve),5.0,1,1
202.0,A3,A3 CABRIOLET 1.6 TFSI (125ch),M10AUDVP003H949,non,7.0,92.0,M 6,7.4,5.2,6.0,139.0,0.257,0.039,0.032,,0.001,1485.0,1485.0,715/2007*692/2008EURO5,juin-13,Petrol,Petrol,Lower-Medium,2,Convertible,Sport / Special,8PKCAXCF1FM6AJ009R8P627MGEM1,139.0,1485.0,2578.0,1522.0,1515.0,1390.0,92.0,,8PKCAXCF1FM6AJ009R8P627MGEM1,both,AUDI,92,139,1485,ES,True,8PKCAXCF1FM6AJ009R8P627MGEM1,A3 CABRIOLET,0,0,0,8PKCAXCF1,Petrol,Petrol,False,False,0.032,False,0.257,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,5.0,3,1
203.0,A3,A3 CABRIOLET 1.6 TDI (105ch),M10AUDVP006H680,non,5.0,77.0,M 5,5.2,3.9,4.3,114.0,0.224,,0.113,0.15,0.0,1505.0,1505.0,715/2007*566/2011EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Convertible,Sport / Special,8PKCAYCF1FM5A4051R8P607MGEM1,114.0,1505.0,2578.0,1534.0,1527.0,1598.0,77.0,,8PKCAYCF1FM5A4051R8P607MGEM1,both,AUDI,77,114,1505,GO,True,8PKCAYCF1FM5A4051R8P607MGEM1,A3 CABRIOLET,0,0,0,8PKCAYCF1,Diesel,Diesel,False,False,0.113,False,0.224,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,36.0,10,1
207.0,A3,A3 CABRIOLET 1.8 TFSI (160ch) S TRONIC,M10AUDVP001S405,non,9.0,118.0,A 7,8.7,5.4,6.6,154.0,0.572,0.062,0.013,,0.0,1525.0,1525.0,715/2007*692/2008EURO5,juin-13,Petrol,Petrol,Lower-Medium,2,Convertible,Sport / Special,8PKCDAAF1FD7AM006R8P607MGEM0,154.0,1525.0,2578.0,1522.0,1515.0,1798.0,118.0,,8PKCDAAF1FD7AM006R8P607MGEM0,both,AUDI,118,154,1525,ES,True,8PKCDAAF1FD7AM006R8P607MGEM0,A3 CABRIOLET,0,0,0,8PKCDAAF1,Petrol,Petrol,False,False,0.013,False,0.572,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,9.0,4,1
211.0,A3,A3 1.8 TFSI (180ch) S tronic,M10AUDVP006A939,non,10.0,132.0,A 7,7.0,4.8,5.6,130.0,0.34,0.054,0.027,,0.0,1325.0,1325.0,715/2007*459/2012EURO5,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VACJSAF1FD7AM006R8V617MJEM1,130.0,1325.0,2585.0,1538.0,1508.0,1798.0,132.0,,8VACJSAF1FD7AM006R8V617MJEM1,both,AUDI,132,130,1325,ES,True,8VACJSAF1FD7AM006R8V617MJEM1,A3,0,0,0,8VACJSAF1,Petrol,Petrol,False,False,0.027,False,0.34,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,124.0,12,1
212.0,A3,A3 1.8 TFSI (180ch),M10AUDVP007J074,non,10.0,132.0,M 6,7.4,4.9,5.8,135.0,0.341,0.034,0.019,,0.0,1305.0,1305.0,715/2007*459/2012EURO5,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VACJSAF1FM62S022R8V617MJEM1,135.0,1305.0,2585.0,1538.0,1508.0,1798.0,132.0,,8VACJSAF1FM62S022R8V617MJEM1,both,AUDI,132,135,1305,ES,True,8VACJSAF1FM62S022R8V617MJEM1,A3,0,0,0,8VACJSAF1,Petrol,Petrol,False,False,0.019,False,0.341,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,38.0,6,1
213.0,A3,A3 1.8 TFSI (180ch) QUATTRO S tronic,M10AUDVP006B940,non,10.0,132.0,A 6,8.2,5.6,6.6,152.0,0.356,0.048,0.009,,0.0,1425.0,1425.0,715/2007*459/2012EURO5,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VACJSBQ1QD6D9004R8V617MJEM1,152.0,1425.0,2585.0,1538.0,1508.0,1798.0,132.0,,8VACJSBQ1QD6D9004R8V617MJEM1,both,AUDI,132,152,1425,ES,True,8VACJSBQ1QD6D9004R8V617MJEM1,A3,0,0,0,8VACJSBQ1,Petrol,Petrol,False,False,0.009,False,0.356,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,83.0,7,1
214.0,A3,S3 2.0 TFSI (300ch) QUATTRO S tronic,M10AUDVP0077256,non,19.0,221.0,A 6,8.8,5.9,6.9,159.0,0.354,0.037,0.01,,0.0,1490.0,1490.0,715/2007*630/2012EURO6,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VACJXCQ1QD6D9006R8V817MMEM1,159.0,1490.0,2592.0,1538.0,1508.0,1984.0,221.0,,8VACJXCQ1QD6D9006R8V817MMEM1,both,AUDI,221,159,1490,ES,True,8VACJXCQ1QD6D9006R8V817MMEM1,A3,0,0,0,8VACJXCQ1,Petrol,Petrol,False,False,0.01,False,0.354,False,Step 1: Exact TVV (T+Va+Ve),94.0,5,1
215.0,A3,S3 2.0 TFSI (300ch) QUATTRO,M10AUDVP0078257,non,19.0,221.0,M 6,9.1,5.8,7.0,162.0,0.33,0.044,0.016,,0.0,1470.0,1470.0,715/2007*630/2012EURO6,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VACJXCQ1QM6FB001R8V817MMEM1,162.0,1470.0,2592.0,1538.0,1508.0,1984.0,221.0,,8VACJXCQ1QM6FB001R8V817MMEM1,both,AUDI,221,162,1470,ES,True,8VACJXCQ1QM6FB001R8V817MMEM1,A3,0,0,0,8VACJXCQ1,Petrol,Petrol,False,False,0.016,False,0.33,False,Step 1: Exact TVV (T+Va+Ve),29.0,3,1
216.0,A3,A3 1.2 TFSI (105ch) S TRONIC,M10AUDVP0079258,non,5.0,77.0,A 7,5.8,4.3,4.9,112.0,0.239,0.045,0.028,,0.0,1245.0,1245.0,715/2007*630/2012EURO5,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VACJZAF1FD7AM006R8V617MJEM1,112.0,1245.0,2585.0,1538.0,1508.0,1197.0,77.0,,8VACJZAF1FD7AM006R8V617MJEM1,both,AUDI,77,112,1245,ES,True,8VACJZAF1FD7AM006R8V617MJEM1,A3,0,0,0,8VACJZAF1,Petrol,Petrol,False,False,0.028,False,0.239,False,Step 1: Exact TVV (T+Va+Ve),4.0,3,1
217.0,A3,A3 1.2 TFSI (105ch),M10AUDVP007A259,non,5.0,77.0,M 6,5.9,4.4,4.9,114.0,0.181,0.032,0.031,,0.0,1225.0,1225.0,715/2007*630/2012EURO5,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VACJZAF1FM6AJ009R8V617MJEM1,114.0,1225.0,2585.0,1538.0,1508.0,1197.0,77.0,,8VACJZAF1FM6AJ009R8V617MJEM1,both,AUDI,77,114,1225,ES,True,8VACJZAF1FM6AJ009R8V617MJEM1,A3,0,0,0,8VACJZAF1,Petrol,Petrol,False,False,0.031,False,0.181,False,Step 1: Exact TVV (T+Va+Ve),31.0,6,1
218.0,A3,A3 1.6 TDI (105ch) S tronic,M10AUDVP0074253,non,5.0,77.0,A 7,4.8,3.4,3.9,102.0,0.177,,0.156,0.173,0.0,1325.0,1325.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VACLHAF1FD7AM014R8V617MJEM1,102.0,1325.0,2585.0,1538.0,1508.0,1598.0,77.0,,8VACLHAF1FD7AM014R8V617MJEM1,both,AUDI,77,102,1325,GO,True,8VACLHAF1FD7AM014R8V617MJEM1,A3,0,0,0,8VACLHAF1,Diesel,Diesel,False,False,0.156,False,0.177,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,176.0,14,1
219.0,A3,A3 1.6 TDI (105ch),M10AUDVP0073252,non,5.0,77.0,M 6,4.6,3.3,3.8,99.0,0.139,,0.151,0.171,0.0,1305.0,1305.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VACLHAF1FM62S027R8V617MJEM1,99.0,1305.0,2585.0,1538.0,1508.0,1598.0,77.0,,8VACLHAF1FM62S027R8V617MJEM1,both,AUDI,77,99,1305,GO,True,8VACLHAF1FM62S027R8V617MJEM1,A3,0,0,0,8VACLHAF1,Diesel,Diesel,False,False,0.151,False,0.139,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,688.0,17,1
220.0,A3,A3 1.4 TFSI (122ch),M10AUDVP006E943,non,6.0,90.0,M 6,6.5,4.4,5.2,120.0,0.376,0.039,0.051,,0.0,1250.0,1250.0,715/2007*459/2012EURO5,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VACMBAF1FM6AJ009R8V617MJEM1,120.0,1250.0,2585.0,1538.0,1508.0,1395.0,90.0,,8VACMBAF1FM6AJ009R8V617MJEM1,both,AUDI,90,120,1250,ES,True,8VACMBAF1FM6AJ009R8V617MJEM1,A3,0,0,0,8VACMBAF1,Petrol,Petrol,False,False,0.051,False,0.376,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,171.0,20,1
223.0,A3,A3 2.0 TDI (150ch) S tronic,M10AUDVP007Z345,non,8.0,110.0,A 6,5.2,4.0,4.4,117.0,0.22,,0.145,0.174,0.0,1370.0,1370.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VACRBCF1FD62E018R8V617MJEM1,117.0,1370.0,2585.0,1538.0,1508.0,1968.0,110.0,,8VACRBCF1FD62E018R8V617MJEM1,both,AUDI,110,117,1370,GO,True,8VACRBCF1FD62E018R8V617MJEM1,A3,0,0,0,8VACRBCF1,Diesel,Diesel,False,False,0.145,False,0.22,False,Step 1: Exact TVV (T+Va+Ve),481.0,13,1
224.0,A3,A3 2.0 TDI (150ch),M10AUDVP007Y344,non,7.0,110.0,M 6,4.9,3.6,4.1,106.0,0.174,,0.125,0.162,0.0,1355.0,1355.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VACRBCF1FM62Q025R8V617MJEM1,106.0,1355.0,2585.0,1538.0,1508.0,1968.0,110.0,,8VACRBCF1FM62Q025R8V617MJEM1,both,AUDI,110,106,1355,GO,True,8VACRBCF1FM62Q025R8V617MJEM1,A3,0,0,0,8VACRBCF1,Diesel,Diesel,False,False,0.125,False,0.174,False,Step 1: Exact TVV (T+Va+Ve),1169.0,22,1
225.0,A3,A3 2.0 TDI (150ch) quattro,M10AUDVP0070346,non,8.0,110.0,M 6,5.7,4.1,4.7,122.0,0.262,,0.161,0.187,0.0,1435.0,1435.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VACRBCQ1QM62Q031R8V617MJEM1,122.0,1435.0,2585.0,1548.0,1518.0,1968.0,110.0,,8VACRBCQ1QM62Q031R8V617MJEM1,both,AUDI,110,122,1435,GO,True,8VACRBCQ1QM62Q031R8V617MJEM1,A3,0,0,0,8VACRBCQ1,Diesel,Diesel,False,False,0.161,False,0.262,False,Step 1: Exact TVV (T+Va+Ve),124.0,7,1
226.0,A3,A3 SPORTBACK 1.8 TFSI (180ch) S tronic,M10AUDVP007L076,non,10.0,132.0,A 7,7.0,4.8,5.6,130.0,0.34,0.054,0.027,,0.0,1355.0,1355.0,715/2007*459/2012EURO5,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VSCJSAF1FD7AM006R8V617MJEM1,130.0,1355.0,2620.0,1538.0,1508.0,1798.0,132.0,,8VSCJSAF1FD7AM006R8V617MJEM1,both,AUDI,132,130,1355,ES,True,8VSCJSAF1FD7AM006R8V617MJEM1,A3,0,0,0,8VSCJSAF1,Petrol,Petrol,False,False,0.027,False,0.34,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,345.0,13,1
227.0,A3,A3 SPORTBACK 1.6 TDI (105ch) S TRONIC,M10AUDVP0072348,non,5.0,77.0,A 7,4.8,3.4,3.9,102.0,0.177,,0.156,0.173,0.0,1355.0,1355.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VSCLHAF1FD7AM014R8V617MJEM1,102.0,1355.0,2620.0,1538.0,1508.0,1598.0,77.0,,8VSCLHAF1FD7AM014R8V617MJEM1,both,AUDI,77,102,1355,GO,True,8VSCLHAF1FD7AM014R8V617MJEM1,A3,0,0,0,8VSCLHAF1,Diesel,Diesel,False,False,0.156,False,0.177,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,577.0,11,1
228.0,A3,A3 SPORTBACK 1.6 TDI (105ch),M10AUDVP007D262,non,5.0,77.0,M 6,4.6,3.3,3.8,99.0,0.139,,0.151,0.171,0.0,1335.0,1335.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VSCLHAF1FM62S027R8V617MJEM1,99.0,1335.0,2620.0,1538.0,1508.0,1598.0,77.0,,8VSCLHAF1FM62S027R8V617MJEM1,both,AUDI,77,99,1335,GO,True,8VSCLHAF1FM62S027R8V617MJEM1,A3,0,0,0,8VSCLHAF1,Diesel,Diesel,False,False,0.151,False,0.139,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,2315.0,11,1
229.0,A3,A3 SPORTBACK 1.4 TFSI (122ch) S TRONIC,M10AUDVP007E263,non,6.0,90.0,A 7,6.1,4.3,5.0,116.0,0.241,0.038,0.028,,0.0,1300.0,1300.0,715/2007*459/2012EURO5,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VSCMBAF1FD7AM006R8V617MJEM1,116.0,1300.0,2620.0,1538.0,1508.0,1395.0,90.0,,8VSCMBAF1FD7AM006R8V617MJEM1,both,AUDI,90,116,1300,ES,True,8VSCMBAF1FD7AM006R8V617MJEM1,A3,0,0,0,8VSCMBAF1,Petrol,Petrol,False,False,0.028,False,0.241,False,Step 1: Exact TVV (T+Va+Ve),114.0,3,1
230.0,A3,A3 SPORTBACK 1.4 TFSI (122ch),M10AUDVP007N078,non,6.0,90.0,M 6,6.5,4.4,5.2,120.0,0.376,0.039,0.051,,0.0,1280.0,1280.0,715/2007*459/2012EURO5,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VSCMBAF1FM6AJ009R8V617MJEM3,120.0,1280.0,2620.0,1548.0,1518.0,1395.0,90.0,,8VSCMBAF1FM6AJ009R8V617MJEM3,both,AUDI,90,120,1280,ES,True,8VSCMBAF1FM6AJ009R8V617MJEM3,A3,0,0,0,8VSCMBAF1,Petrol,Petrol,False,False,0.051,False,0.376,False,Step 1: Exact TVV (T+Va+Ve) | Step 3: String Match Both,189.0,6,1
231.0,A3,A3 SPORTBACK 1.4 TFSI (140ch) S TRONIC,M10AUDVP0073349,non,7.0,103.0,A 7,5.9,4.1,4.7,110.0,0.603,0.052,0.035,,0.0,1310.0,1310.0,715/2007*630/2012EURO6,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VSCPTAF1FD7AM014R8V617MMEM1,110.0,1310.0,2620.0,1538.0,1508.0,1395.0,103.0,,8VSCPTAF1FD7AM014R8V617MMEM1,both,AUDI,103,110,1310,ES,True,8VSCPTAF1FD7AM014R8V617MMEM1,A3,0,0,0,8VSCPTAF1,Petrol,Petrol,False,False,0.035,False,0.603,False,Step 1: Exact TVV (T+Va+Ve),133.0,4,1
232.0,A3,A3 SPORTBACK 1.4 TFSI (140ch),M10AUDVP0074350,non,7.0,103.0,M 6,5.9,4.2,4.8,112.0,0.614,0.053,0.026,,0.0,1300.0,1300.0,715/2007*630/2012EURO6,juin-13,Petrol,Petrol,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VSCPTAF1FM62S022R8V617MMEM1,112.0,1300.0,2620.0,1538.0,1508.0,1395.0,103.0,,8VSCPTAF1FM62S022R8V617MMEM1,both,AUDI,103,112,1300,ES,True,8VSCPTAF1FM62S022R8V617MMEM1,A3,0,0,0,8VSCPTAF1,Petrol,Petrol,False,False,0.026,False,0.614,False,Step 1: Exact TVV (T+Va+Ve),272.0,6,1
233.0,A3,A3 SPORTBACK 2.0 TDI (150ch) S TRONIC,M10AUDVP0075351,non,8.0,110.0,A 6,5.4,4.1,4.5,119.0,0.22,,0.145,0.174,0.0,1395.0,1395.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VSCRBCF1FD62E018R8V617MJEM1,119.0,1395.0,2620.0,1538.0,1508.0,1968.0,110.0,,8VSCRBCF1FD62E018R8V617MJEM1,both,AUDI,110,119,1395,GO,True,8VSCRBCF1FD62E018R8V617MJEM1,A3,0,0,0,8VSCRBCF1,Diesel,Diesel,False,False,0.145,False,0.22,False,Step 1: Exact TVV (T+Va+Ve),1942.0,10,1
234.0,A3,A3 SPORTBACK 2.0 TDI (150ch),M10AUDVP0071347,non,7.0,110.0,M 6,5.0,3.7,4.2,108.0,0.174,,0.125,0.162,0.0,1385.0,1385.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VSCRBCF1FM62Q025R8V617MJEM1,108.0,1385.0,2620.0,1538.0,1508.0,1968.0,110.0,,8VSCRBCF1FM62Q025R8V617MJEM1,both,AUDI,110,108,1385,GO,True,8VSCRBCF1FM62Q025R8V617MJEM1,A3,0,0,0,8VSCRBCF1,Diesel,Diesel,False,False,0.125,False,0.174,False,Step 1: Exact TVV (T+Va+Ve),2838.0,13,1
235.0,A3,A3 SPORTBACK 2.0 TDI (150ch) QUATTRO S TRONIC,M10AUDVP0076352,non,8.0,110.0,M 6,5.7,4.1,4.7,122.0,0.262,,0.161,0.187,0.0,1465.0,1465.0,715/2007*630/2012EURO5,juin-13,Diesel,Diesel,Lower-Medium,2,Sedan / Hatchback,Sedan / Hatchback,8VSCRBCQ1QM62Q031R8V617MJEM1,122.0,1465.0,2620.0,1538.0,1508.0,1968.0,110.0,,8VSCRBCQ1QM62Q031R8V617MJEM1,both,AUDI,110,122,1465,GO,True,8VSCRBCQ1QM62Q031R8V617MJEM1,A3,0,0,0,8VSCRBCQ1,Diesel,Diesel,False,False,0.161,False,0.262,False,Step 1: Exact TVV (T+Va+Ve),368.0,9,1
